EL1: Electronic Ladder,A1: P1 B10,B1: P1 F1,C1: P2 12,D1: P3 A4,E1: P3 B11,F1: P3 D6,G1: P3 F1,H1: P3 H8,A2: P4 C4
92.90875,39.14893,28.625,60.67098,16.15249,8.601455,9.881596,65.22332,29.09838,17.48673
105.8389,38.74115,28.52913,60.90257,16.03455,8.498374,9.709187,62.17915,28.18151,17.23057
124.8385,38.32871,28.2966,61.43008,15.84145,8.426183,9.649488,58.2567,27.37279,17.10549
152.2131,38.01627,28.02457,62.43786,15.80839,8.296416,9.482643,53.93806,26.728,17.01489
188.503,37.77822,27.71687,63.93579,15.70434,8.252044,9.370941,49.5523,25.97425,16.7588
233.4973,37.47529,27.4042,65.73927,15.61674,8.250863,9.29845,45.57109,25.4816,16.62693
286.0728,37.23183,27.17424,67.95538,15.40349,8.26851,9.195929,42.31551,25.07911,16.4855
339.0046,36.89718,26.96667,70.19283,15.10144,8.308227,9.053003,39.92349,24.78694,16.45261
386.9084,36.59478,26.71802,72.33604,14.86265,8.443046,8.884089,38.29762,24.51773,16.48268
424.165,36.42236,26.57896,74.18776,14.73587,8.380824,8.65744,37.15699,23.95148,16.5098
445.8756,36.17902,26.31391,75.67694,14.58688,8.432244,8.506863,36.62778,23.63,16.70886
450.1462,35.98048,26.18393,76.7681,14.55355,8.385558,8.335674,36.10139,23.23265,17.02981
438.2472,35.74951,26.0306,77.11447,14.42577,8.413171,8.31978,35.6448,22.74895,17.50902
412.7982,35.53765,25.73296,76.87036,14.41075,8.363223,8.158316,35.12769,22.40024,18.04811
377.4191,35.46767,25.56268,76.15359,14.39476,8.170341,8.079184,34.58038,21.95493,18.4218
337.5124,35.07346,25.35086,74.82169,14.48369,8.10695,7.931339,33.81963,21.76002,18.7717
295.9637,34.61494,25.12236,73.34645,14.4082,7.999339,7.919704,32.98756,21.40365,19.11902
253.5426,34.13829,24.9052,71.80409,14.2576,7.877303,7.857796,31.96536,21.12088,19.27888
215.4013,33.79802,24.66686,70.17723,14.25322,7.939149,7.710541,31.09211,20.78083,19.45194
181.458,33.44923,24.47099,68.79456,14.22759,7.919353,7.594711,30.42759,20.44254,19.44377
152.4125,33.15789,24.21759,67.80231,14.11199,7.932786,7.50519,30.01124,20.18912,19.36405
128.6558,32.93273,24.07552,66.90123,14.10046,8.023822,7.473299,29.84407,19.92325,19.33504
109.6806,32.77261,23.98999,66.06326,14.0707,8.124988,7.4545,30.0758,19.80371,19.18052
94.68867,32.66377,23.71575,64.81926,13.96216,8.166963,7.356869,30.34964,19.74892,19.04651
83.35398,32.55608,23.65414,63.34623,13.80734,8.037442,7.277271,30.85538,19.62623,18.78062
74.50935,32.25253,23.55631,61.49063,13.67771,7.981565,7.209892,31.18295,19.68169,18.42814
67.80062,31.96661,23.53364,59.5,13.50385,7.853969,7.292723,31.49488,19.40887,18.1672
62.52628,31.70612,23.39421,57.38919,13.35252,7.720149,7.164249,31.57467,19.32873,17.79581
59.22767,31.42067,23.2627,55.09835,13.19782,7.726026,7.061808,31.47983,19.42235,17.62287
56.75893,31.21211,23.08685,53.28167,13.00851,7.660466,6.913218,31.37605,19.53144,17.26314
55.00687,30.99669,22.85661,51.89049,12.94936,7.574676,6.78228,31.20732,19.75945,16.77968
53.52545,30.67007,22.63171,51.01531,13.02811,7.613893,6.792629,31.1936,20.29726,16.24844
52.47616,30.47582,22.40589,50.7009,13.00399,7.598525,6.693945,31.0816,21.06099,15.59241
51.44522,30.23956,22.09665,50.88884,12.97929,7.669574,6.59638,30.90935,21.9962,14.98111
50.72421,30.00713,21.94861,51.75765,12.909,7.572671,6.401455,30.83655,23.06775,14.36152
49.92419,29.7171,21.8802,53.00473,12.83556,7.531522,6.238672,30.71573,24.36327,13.76088
49.17576,29.49114,21.75261,54.53957,12.74021,7.449159,6.157511,30.70166,25.44765,13.26333
48.30043,29.17967,21.53134,56.06725,12.65058,7.239158,5.944021,30.93609,26.69559,12.89492
48.00196,28.91574,21.36334,57.52617,12.45705,7.120965,5.873402,31.30466,27.79138,12.77488
47.61724,28.74386,21.30871,58.53685,12.42877,6.995704,5.906111,32.05634,28.49227,12.59512
47.07895,28.4422,21.058,58.90242,12.3843,6.866174,5.993824,33.24154,28.84049,12.3967
46.92889,28.20772,20.82155,58.63222,12.34747,6.747973,6.065969,34.60946,28.88801,12.13796
46.89749,27.9714,20.5927,57.67952,12.22418,6.57544,6.092447,36.18914,28.57787,11.99058
46.92075,27.74872,20.41073,56.41394,12.18486,6.575334,6.162334,37.94197,27.9967,11.80592
47.17645,27.56684,20.28709,54.88662,12.17268,6.574649,6.164122,39.63279,27.24364,11.606
47.48476,27.50015,20.12081,53.11467,12.08833,6.530919,6.089542,41.02801,26.45982,11.38098
47.87957,27.4388,19.97749,51.48446,12.05906,6.454543,6.053831,42.08005,25.75523,11.24737
48.47378,27.32708,19.81287,49.98505,11.99091,6.234515,5.933805,42.54151,25.17433,11.23218
49.55062,27.1736,19.71888,48.79483,11.92351,6.39545,5.941519,42.41472,24.67419,11.27113
50.41106,26.93139,19.76245,47.69136,11.96232,6.455083,5.939184,41.83543,24.27254,11.19562
51.42236,26.63291,19.69529,46.76423,11.86059,6.447862,5.861519,40.9762,23.7048,11.13737
52.67937,26.39057,19.65799,45.89926,11.81111,6.330541,5.757668,39.81546,22.94045,10.98165
53.67337,26.12601,19.57522,45.14671,11.63264,6.174411,5.659025,38.72551,22.07281,10.87458
54.70521,25.94152,19.42793,44.54829,11.5538,6.16896,5.601625,37.77972,21.13007,10.73142
55.93967,25.78316,19.35223,44.05093,11.53589,6.005813,5.647465,36.97081,20.01661,10.58877
57.09141,25.74509,19.21539,43.43526,11.48249,5.863717,5.643312,36.29219,18.95286,10.47674
58.44881,25.63067,19.10308,42.75229,11.39148,5.746303,5.656256,35.55893,18.02377,10.46786
60.30965,25.54582,18.99365,42.05206,11.26326,5.619706,5.618776,34.42707,17.2722,10.39146
62.52384,25.37216,18.93313,41.34251,11.22654,5.810739,5.61198,33.07008,16.81758,10.41575
64.87007,25.05849,18.91665,40.62539,11.16478,5.801932,5.521811,31.48639,16.41275,10.43367
67.41753,24.79738,18.80576,39.89539,11.06751,5.841243,5.454033,29.80326,15.99761,10.43387
69.9974,24.41883,18.67436,38.90049,10.88919,5.859952,5.344854,28.12581,15.62578,10.29901
72.6283,24.10831,18.56218,38.07655,10.67025,5.836814,5.300261,26.56254,15.23134,10.23105
74.83287,23.86408,18.38044,37.35736,10.64072,5.743573,5.244652,25.31464,14.90744,10.21255
76.90598,23.55195,18.29277,36.79207,10.50147,5.570151,5.275888,24.43345,14.52846,10.11091
78.17733,23.34562,18.13819,36.15454,10.40089,5.571099,5.243416,23.8076,14.1396,10.09301
79.09708,23.06501,17.95484,35.41597,10.20506,5.460336,5.157255,23.38406,13.90526,9.936138
79.85885,22.98173,17.7863,34.83086,10.19267,5.358926,5.053602,23.10937,13.81332,9.793455
80.00867,22.85955,17.67677,34.41605,10.20158,5.365798,4.961226,22.89553,13.77797,9.834282
80.23985,22.76423,17.53812,34.22667,10.17834,5.360955,4.857548,22.77915,13.57401,9.861572
79.97934,22.83177,17.35123,33.87094,10.21886,5.434226,4.841721,22.77186,13.46704,9.775707
80.12814,22.70427,17.24194,33.44358,10.1504,5.494388,4.798519,22.69176,13.48648,9.770121
80.21479,22.59817,17.19372,33.22838,10.09551,5.521857,4.917326,22.4778,13.37109,9.707066
80.91386,22.51755,17.06554,33.02019,10.03527,5.488856,4.980896,22.37513,13.27878,9.667404
81.86594,22.31849,16.99651,33.1045,9.801396,5.56202,5.020048,22.12024,13.21545,9.639313
83.06207,22.15586,16.93946,33.00789,9.613889,5.595447,5.010851,21.63041,13.1278,9.721846
85.35784,21.85994,16.87651,32.89678,9.456449,5.528007,5.053959,21.11189,13.11619,9.657402
88.39478,21.62025,16.76923,32.8606,9.395036,5.509536,4.995275,20.5678,13.07483,9.693258
92.76147,21.30373,16.67519,33.07056,9.225434,5.510617,4.974689,20.04705,12.89027,9.721827
100.2734,21.16603,16.54233,33.27313,9.044723,5.55424,4.979221,19.57999,12.62337,9.691877
111.2732,21.01132,16.39126,33.02378,8.973874,5.531447,4.924702,19.17954,12.38028,9.6376
129.5123,20.85634,16.24678,32.792,8.836934,5.550956,4.839731,18.83908,12.21724,9.566744
159.4942,20.71462,16.13527,32.41248,8.819837,5.524663,4.754778,18.47085,12.10326,9.447411
202.4525,20.66579,15.9917,32.03458,8.831321,5.570195,4.614668,18.32582,11.92082,9.403276
258.2606,20.59649,15.86807,31.70243,8.870629,5.655944,4.431396,18.04916,11.84116,9.363213
319.0791,20.53318,15.74653,31.04903,8.890567,5.57051,4.40304,17.69293,11.91171,9.441549
380.6234,20.58915,15.71671,30.42574,8.962258,5.523686,4.395306,17.38695,11.88612,9.365368
434.3946,20.51309,15.70578,29.88129,8.963002,5.511754,4.342442,16.99634,11.83895,9.237692
474.1948,20.40585,15.66238,29.4182,8.802499,5.603091,4.469997,16.69032,11.71704,9.122026
496.6637,20.24082,15.62533,28.98752,8.693654,5.629413,4.48105,16.44053,11.59971,9.102278
499.2065,20.00833,15.5736,28.40601,8.695058,5.548999,4.437084,16.17106,11.37266,9.108217
485.083,19.90021,15.53237,28.09114,8.615239,5.653384,4.390102,15.9922,11.2126,9.020332
460.3896,19.81606,15.4389,27.80857,8.601222,5.578084,4.302689,15.7417,11.11935,9.19952
427.2648,19.7219,15.23944,27.63918,8.641906,5.58702,4.248735,15.56091,10.88625,9.343557
391.7967,19.54967,15.13149,27.38695,8.710626,5.528413,4.212343,15.42725,10.80291,9.434135
351.8622,19.50998,14.99233,27.01928,8.721587,5.483251,4.252695,15.26108,10.83737,9.593571
313.5379,19.46356,14.99561,26.77079,8.722968,5.530002,4.260105,15.05533,10.73971,9.56624
275.9799,19.35954,15.1591,26.44701,8.582635,5.531941,4.210459,14.74225,10.79359,9.498184
241.4358,19.2755,15.1296,25.99707,8.378325,5.607894,4.254827,14.51775,10.73671,9.476633
210.9331,19.10408,15.12983,25.56406,8.382565,5.625422,4.210802,14.23478,10.76223,9.505087
184.3872,18.99549,15.10092,25.23963,8.40269,5.662642,4.076412,14.01376,10.71966,9.410572
161.9705,18.92123,14.99712,25.01741,8.365432,5.922078,4.066256,13.91118,10.73875,9.378113
143.8161,18.85692,14.75053,24.78532,8.41347,5.968736,4.004339,13.81019,10.60611,9.410219
128.2083,18.84821,14.53115,24.46778,8.426951,6.027196,3.985329,13.69071,10.44812,9.417786
116.2876,18.82626,14.36944,24.22776,8.467074,5.989459,4.015444,13.68001,10.21294,9.310476
106.7961,18.8531,14.17115,23.9129,8.506232,6.061921,4.017084,13.63687,10.08767,9.070162
100.4204,18.75772,14.15817,23.68935,8.532186,6.086501,4.148565,13.5693,9.960464,8.918385
95.38192,18.77539,14.17199,23.27757,8.428073,6.083486,4.03763,13.4564,9.930355,8.704445
93.35226,18.66869,14.094,22.86475,8.324122,6.062226,4.117149,13.35884,9.939602,8.507208
92.64267,18.47967,14.17582,22.56818,8.42501,6.126256,4.177492,13.12665,9.927216,8.381416
94.22371,18.32187,14.08712,22.38338,8.391273,6.118541,4.185102,13.07247,10.05416,8.327602
96.90433,18.15901,13.98219,22.116,8.378779,6.217767,4.212244,13.07001,10.18838,8.397453
102.3827,18.04232,13.85411,21.92049,8.37297,6.160954,4.189363,12.88759,10.25379,8.414829
110.2861,17.95439,13.79112,21.61227,8.341243,6.130509,4.318581,12.77917,10.26608,8.536633
122.4735,17.93512,13.60594,21.49262,8.368339,6.038173,4.488123,12.73264,10.0687,8.630402
141.3798,17.98233,13.40393,21.32536,8.386315,6.042445,4.667847,12.63821,9.983246,8.575306
170.7986,18.04063,13.26249,21.13546,8.456475,6.082833,4.810873,12.58358,9.831642,8.644255
210.9362,18.10962,13.03485,20.90109,8.480538,6.130658,4.756138,12.47293,9.742081,8.586908
259.3776,17.97957,12.94074,20.77226,8.54716,6.129106,4.885702,12.32613,9.780842,8.510225
308.4174,17.93383,12.86525,20.69769,8.599189,6.190492,4.927366,12.19083,9.619446,8.466656
355.5263,17.90513,12.76665,20.61963,8.624488,6.201224,4.997202,12.19969,9.694706,8.479546
393.5872,17.84315,12.67676,20.51488,8.63296,6.211726,4.944695,12.04148,9.649391,8.388172
419.0917,17.76486,12.72521,20.40549,8.614886,6.159482,4.948118,11.82628,9.631382,8.229452
428.2565,17.57915,12.68446,20.2419,8.656955,6.176803,4.974005,11.73747,9.656647,8.12117
422.171,17.4237,12.59667,20.23822,8.731151,6.111558,4.972376,11.54882,9.630119,8.170868
403.9083,17.35834,12.39332,20.17876,8.822282,6.037482,4.992098,11.42462,9.625538,8.086393
378.5743,17.24448,12.24285,19.96498,8.85398,5.976478,4.858566,11.30669,9.52512,7.920923
349.6916,17.1552,12.01196,19.72906,8.889045,5.892409,4.847044,11.09585,9.480656,7.952644
318.0304,17.10148,11.84034,19.5908,8.905419,5.905671,4.911919,10.96337,9.515362,8.009224
283.594,17.06946,11.66213,19.36799,8.945735,5.871951,4.988142,10.87132,9.423626,8.015665
251.2514,17.10404,11.48657,19.20241,9.063966,5.929622,5.07972,10.88679,9.36298,8.033281
219.5008,17.08008,11.20475,19.04884,9.117192,5.920394,5.178856,10.8534,9.213951,7.931107
189.4948,17.1603,10.96453,18.83109,9.225423,5.998378,5.254129,10.84458,9.069576,7.811193
161.8502,17.07061,10.59296,18.68209,9.403953,6.053969,5.376444,10.7467,9.09156,7.824244
137.637,16.97363,10.21339,18.61668,9.570838,6.04013,5.430016,10.71073,8.974789,7.963545
116.0849,16.9163,9.73367,18.46281,9.662721,5.935206,5.430382,10.80036,8.91502,7.894007
97.27939,16.83488,9.287389,18.28094,9.664294,5.825603,5.333765,10.64757,8.864674,7.756601
82.55047,16.741,8.838401,18.1031,9.714858,5.700412,5.383724,10.48629,8.956085,7.776976
70.45276,16.73862,8.502824,18.02929,9.733573,5.661859,5.418266,10.39175,9.031544,7.732138
60.37433,16.70564,8.173194,17.88224,9.786151,5.589175,5.423328,10.19922,9.025803,7.709515
52.84796,16.53612,7.871917,17.82212,9.794206,5.557225,5.424873,10.09139,9.015938,7.738352
46.54646,16.33466,7.562881,17.75578,9.936471,5.527104,5.541424,10.08597,8.86771,7.661732
41.43076,16.19311,7.193845,17.55426,10.13972,5.40492,5.707268,10.07586,8.810112,7.672066
37.51205,16.00081,6.833084,17.39905,10.36978,5.362456,5.88739,10.08093,8.770206,7.825434
34.6571,15.88511,6.56033,17.21447,10.48621,5.286971,5.983141,10.22343,8.612198,7.971943
32.13435,15.79045,6.137955,16.95175,10.64781,5.14935,6.126081,10.17583,8.632442,7.972004
30.0269,15.74345,5.784251,16.78843,10.76714,5.044539,6.194542,10.04122,8.660519,7.929636
28.46075,15.831,5.546545,16.57578,10.82602,5.007943,6.278503,9.990629,8.756691,7.910685
26.90372,15.83017,5.334811,16.46004,10.76058,4.983607,6.341854,9.909056,8.768108,8.026014
25.56643,15.77295,5.076798,16.3847,10.68843,4.920289,6.298525,9.80077,8.73951,8.158636
24.37341,15.55888,4.89185,16.2716,10.57972,4.797553,6.180605,9.789299,8.607208,8.274399
23.58046,15.53645,4.724767,16.22713,10.63132,4.680081,6.06588,9.867533,8.374977,8.219208
22.75212,15.44853,4.532446,16.09986,10.6815,4.479032,5.9827,9.954857,8.383053,8.234312
22.14318,15.35715,4.330471,16.02908,10.68401,4.482558,5.819431,10.01022,8.190872,8.321241
21.61739,15.36627,4.192934,15.91742,10.71331,4.388421,5.770527,10.08356,8.037315,8.305956
20.96795,15.34585,4.038689,15.79923,10.95063,4.44053,5.751728,10.03913,7.991283,8.205927
20.34533,15.34879,3.874015,15.78755,11.08728,4.439073,5.67989,10.12646,7.915077,8.200249
19.55369,15.35657,3.823691,15.7033,11.10112,4.527879,5.692579,10.17804,8.014008,8.257627
18.72646,15.09524,3.73574,15.73444,10.99972,4.518792,5.787357,10.19919,8.189697,8.329105
18.06227,14.87923,3.60102,15.66119,10.87237,4.425218,5.855591,10.26692,8.28854,8.401333
17.34932,14.63416,3.526936,15.49955,10.65725,4.38058,5.844257,10.37945,8.435612,8.473284
16.862,14.39716,3.472261,15.34717,10.47563,4.407975,5.797607,10.49097,8.518814,8.504211
16.39036,14.10984,3.314465,15.18643,10.29083,4.377618,5.705942,10.47026,8.689831,8.51226
15.86924,13.88086,3.088845,14.99081,10.05736,4.343118,5.546812,10.38362,8.638084,8.488613
15.43531,13.74743,2.949822,14.81005,9.892652,4.311542,5.56035,10.36081,8.599289,8.336035
15.2607,13.63684,2.903718,14.74765,9.903079,4.275985,5.641808,10.37515,8.525948,8.243752
15.06444,13.54207,2.807179,14.74265,9.786653,4.175439,5.677563,10.3846,8.449738,8.296494
14.83599,13.49139,2.953067,14.74599,9.619731,4.125972,5.745644,10.41719,8.471588,8.165897
14.61701,13.4112,2.98027,14.83047,9.569142,4.064209,5.833773,10.53555,8.537758,8.023937
14.32147,13.2798,3.010513,14.79804,9.393504,3.867456,5.882549,10.6335,8.624054,7.897617
13.9205,13.07115,2.957491,14.76991,9.26489,3.743015,5.809605,10.74891,8.787254,7.892057
13.43469,12.91969,2.845806,14.64358,9.233184,3.670238,5.687977,10.87583,8.728065,8.011173
13.04265,12.73417,2.673587,14.5422,9.069884,3.584253,5.459169,10.89146,8.89505,7.942692
12.63771,12.47726,2.432032,14.26083,8.962983,3.534217,5.279947,10.86307,9.022823,7.849756
12.33934,12.1958,2.17253,14.05257,8.851207,3.47139,5.20896,10.93012,9.138512,7.924978
12.20116,11.89739,2.125579,13.94179,8.659665,3.431123,5.294113,11.06592,9.226696,8.032339
11.92788,11.55803,2.101886,13.76175,8.379048,3.452956,5.322916,11.17046,9.255058,8.14683
11.69658,11.33855,2.105529,13.69569,8.234591,3.343102,5.291477,11.43348,9.281422,8.103374
11.36579,10.99174,2.056611,13.64502,8.20428,3.304658,5.383671,11.54455,9.364052,8.130182
10.9402,10.6061,2.05087,13.61548,8.129849,3.221216,5.447161,11.72558,9.382492,8.138008
10.75631,10.23679,1.909959,13.6061,8.112962,3.169331,5.559031,11.84653,9.391663,8.19771
10.48614,9.980171,1.828572,13.53801,8.074178,3.115332,5.595591,11.91088,9.256432,8.210392
10.28107,9.528154,1.744931,13.43833,7.942199,3.146769,5.530302,11.78444,9.129845,8.133495
10.23685,9.060604,1.628156,13.17101,7.928807,3.215321,5.382441,11.69969,9.120895,8.018356
10.16339,8.612196,1.556097,13.01489,7.835793,3.20368,5.238663,11.73261,9.061752,7.975767
9.926272,8.143745,1.661212,12.85568,7.472365,3.315974,5.135729,11.88327,9.035484,7.957367
9.68505,7.826874,1.638253,12.76874,7.241685,3.280978,5.031473,11.99767,8.994049,7.968601
9.49529,7.563408,1.629023,12.70701,7.169337,3.142828,4.849056,12.20196,9.00539,7.887215
9.363746,7.259884,1.66083,12.76467,7.080623,3.196354,4.835339,12.32536,9.064301,7.935877
9.389474,7.039652,1.705686,12.82535,7.05829,3.157554,4.872902,12.55497,9.047359,7.964884
9.438195,6.816284,1.608546,12.89413,6.944406,3.078481,4.914679,12.70483,9.198112,7.920845
9.400531,6.554426,1.59029,12.85323,6.88853,3.001891,5.042349,12.82644,9.133236,7.945677
9.311664,6.220098,1.536496,12.76385,6.834367,2.947259,5.201414,12.79724,9.009399,7.915884
9.360101,5.830561,1.507702,12.62313,6.692273,2.960737,5.199352,12.7714,9.01466,7.834482
9.367885,5.454908,1.562969,12.55364,6.499393,2.918468,5.308796,12.71654,8.943832,7.809513
9.111299,5.190936,1.65819,12.40307,6.237039,2.977433,5.427366,12.74687,9.023525,7.850464
8.719924,4.98372,1.714366,12.41672,6.145078,2.92528,5.442049,12.79199,8.999405,7.836115
8.522365,4.768594,1.730229,12.3358,6.08958,2.933197,5.420677,12.84028,8.988537,7.70767
8.265935,4.577469,1.745254,12.35641,6.068746,3.082735,5.367594,12.92678,8.930393,7.622984
8.196654,4.41287,1.826311,12.29072,6.130033,3.06988,5.330124,13.03716,8.885777,7.565256
8.012654,4.288464,1.648062,12.16882,6.105803,3.036554,5.134518,13.17719,8.906193,7.561039
7.826961,4.141193,1.506746,12.00026,6.143874,3.022535,5.11561,13.26686,8.951557,7.612133
7.440206,4.091085,1.243507,11.85158,6.013076,3.068584,4.957882,13.21408,8.901367,7.558781
7.225717,4.01842,1.079268,11.70445,5.815501,3.209816,4.739494,13.2193,8.801762,7.461956
7.17373,4.048154,1.09181,11.54799,5.749089,3.309562,4.773628,13.29448,8.783707,7.454943
6.929011,4.027984,1.11118,11.35546,5.616305,3.388744,4.78705,13.31426,8.775978,7.349546
6.670002,3.964469,1.171493,11.24833,5.457749,3.338915,4.800074,13.22946,8.74918,7.240564
6.534923,3.841965,1.202453,10.94945,5.295859,3.244812,4.841318,13.01734,8.749176,7.066099
6.438015,3.726882,1.352574,10.86225,5.226254,3.176205,4.895668,12.96718,8.690681,6.771788
6.533257,3.447212,1.431912,10.70632,5.162545,2.942285,4.908869,13.02986,8.572842,6.551998
6.545789,3.32568,1.418909,10.46803,5.038747,2.715858,4.881783,13.01407,8.572903,6.38582
6.555316,3.291787,1.379065,10.37022,5.026929,2.509126,4.891209,12.93162,8.51844,6.185116
6.438367,3.301962,1.273658,10.12843,5.068889,2.446829,4.8386,12.91955,8.393242,5.907137
6.381869,3.360414,1.222388,9.976164,5.041621,2.312006,4.757845,13.06334,8.29932,5.644567
6.320765,3.461327,1.132134,9.828091,5.165545,2.325756,4.799137,13.08869,8.219604,5.552134
6.14119,3.449007,1.041501,9.58791,5.181407,2.310668,4.767361,12.96166,8.063305,5.478495
5.945993,3.582485,0.9652777,9.396915,5.160501,2.320795,4.722046,12.68661,7.964764,5.466448
5.762953,3.50377,0.8608046,9.167723,5.002532,2.308957,4.678402,12.3721,7.831966,5.440756
5.588173,3.459608,0.7779875,9.15818,4.910428,2.452913,4.667902,12.30355,7.716221,5.363264
5.522785,3.21409,0.6167021,8.892281,4.750016,2.487592,4.718449,12.3676,7.496933,5.329079
5.494606,3.066069,0.5822134,8.656815,4.705314,2.556372,4.871252,12.31549,7.444706,5.280315
5.46798,2.981599,0.414649,8.625834,4.638463,2.420172,5.025339,12.29285,7.24781,5.233566
5.308587,2.869987,0.4096336,8.511084,4.551866,2.282758,5.158943,12.3073,7.197109,5.067833
5.249495,2.751762,0.4174938,8.556011,4.466523,2.108392,5.130024,12.31942,7.110928,4.897835
5.238706,2.768565,0.426074,8.499096,4.462123,2.008776,5.138521,12.17416,6.874521,4.782486
5.190334,2.698679,0.4843645,8.377703,4.371552,1.851015,5.100582,12.02693,6.605009,4.625347
5.051305,2.763428,0.5164099,8.291359,4.415311,1.892233,5.052208,11.86997,6.340616,4.424467
4.876223,2.644635,0.5862303,8.162521,4.334043,1.932603,5.046183,11.61363,6.164785,4.295008
4.631876,2.606578,0.6284046,7.907759,4.353412,2.09392,5.043787,11.40772,6.101246,4.1115
4.561522,2.478897,0.6435823,7.691278,4.333226,2.218082,4.996103,11.22438,5.956642,3.971535
4.465994,2.322936,0.678894,7.572233,4.277543,2.336655,4.939741,10.9629,5.905048,3.899237
4.224935,2.187953,0.5813084,7.570261,4.075032,2.241315,4.888298,10.64996,5.858856,3.86557
4.138312,2.114889,0.6259394,7.54277,3.883233,2.239113,4.939518,10.34539,5.725712,3.723764
4.119016,2.024225,0.5947266,7.526009,3.765384,2.300227,4.850401,10.11378,5.523344,3.556787
4.15511,2.049238,0.5491924,7.451141,3.59274,2.152932,4.771383,9.958681,5.133869,3.371065
4.014673,2.011222,0.501853,7.415382,3.351064,1.902781,4.741714,9.760843,4.869143,3.24259
3.865959,2.053189,0.4423933,7.243387,3.364863,1.77179,4.858021,9.681149,4.636915,3.114904
3.694413,2.140248,0.3471832,7.094126,3.219443,1.579435,4.822889,9.542452,4.380875,3.074369
3.649324,2.264832,0.2071428,6.83173,3.149623,1.490582,4.865454,9.401499,4.320267,2.917952
3.608536,2.334595,0.133069,6.790951,3.123723,1.458707,4.80364,9.344063,4.240458,2.920757
3.568916,2.311505,0.03551102,6.631126,3.003032,1.401046,4.756302,9.25194,4.077011,2.931961
3.633841,2.308964,0.04182148,6.427549,2.907186,1.317815,4.700996,9.156549,3.957226,2.957363
3.723514,2.361032,0.005487442,6.249216,2.892171,1.486409,4.747549,9.057253,3.874092,2.941391
3.584785,2.30574,0,6.095913,2.802003,1.646631,4.733492,8.865099,3.835052,2.837879
3.514358,2.221033,0.04125214,5.908253,2.799268,1.692092,4.711254,8.620684,3.767311,2.724964
3.163714,2.187834,0.1839466,5.831619,2.694398,1.737826,4.696663,8.199564,3.882904,2.661037
2.882694,2.14919,0.3185101,5.671583,2.630324,1.835193,4.844753,7.859034,3.840326,2.541542
2.646958,2.233158,0.4949007,5.615482,2.526465,1.872731,4.845938,7.640549,3.65724,2.603191
2.617253,2.224031,0.5843487,5.472347,2.337501,1.907204,4.8913,7.558619,3.720823,2.609541
2.573172,2.199527,0.703023,5.563692,2.267644,1.924823,4.882948,7.518972,3.690058,2.690266
2.59084,2.083388,0.7278585,5.512564,2.027484,1.884345,4.84898,7.433105,3.392984,2.695505
2.863736,2.032664,0.7435074,5.353453,1.811019,1.733479,4.754055,7.460342,3.201265,2.761068
3.039529,2.078175,0.7232332,5.179844,1.788577,1.55804,4.679014,7.40836,3.127615,2.789026
3.121466,2.026564,0.6835384,4.996904,1.734422,1.270995,4.663738,7.219021,2.912962,2.775879
3.130886,1.942477,0.5751457,4.81321,1.734694,0.9915476,4.621088,6.985394,2.721439,2.72513
3.064619,1.892026,0.5243387,4.685671,1.737601,0.7668104,4.616718,6.833673,2.666552,2.657415
2.924486,1.857856,0.5539446,4.524872,1.801307,0.5951395,4.633358,6.746302,2.538635,2.605204
2.7396,1.83333,0.5938988,4.386324,1.956697,0.5011272,4.641867,6.760305,2.40789,2.705368
2.625036,1.749974,0.5942783,4.204521,1.930625,0.5400858,4.557203,6.751225,2.44153,2.714134
2.475174,1.687154,0.6016541,4.226664,1.902835,0.7259722,4.555628,6.739012,2.428904,2.64703
2.33345,1.555619,0.6056166,4.060581,1.712264,0.8177719,4.58983,6.689417,2.292591,2.586611
2.187563,1.493115,0.6122637,3.828114,1.580537,0.9473438,4.641371,6.704702,2.1106,2.510109
2.065569,1.509259,0.7078009,3.604589,1.512853,0.9818792,4.767393,6.675861,1.857286,2.456724
1.999933,1.584213,0.6604233,3.40135,1.426318,1.070506,4.872282,6.634256,1.386719,2.298237
2.030875,1.566005,0.6224146,3.226566,1.372638,1.040752,4.914835,6.489994,1.107096,2.326525
1.963203,1.590017,0.5442953,2.978361,1.372567,1.04181,4.946316,6.366903,0.9922829,2.287201
1.873152,1.640511,0.5591087,2.807116,1.454888,1.024866,4.830435,6.279966,0.8657742,2.283134
1.838674,1.658113,0.4877319,2.669285,1.518525,1.050987,4.779171,6.151087,0.7987766,2.345232
1.825872,1.740341,0.4685326,2.501175,1.479114,1.043061,4.662081,5.932905,0.9768181,2.385332
1.817186,1.733485,0.4981709,2.354954,1.371938,1.091128,4.574163,6.051872,1.167519,2.482471
1.836123,1.659262,0.495595,2.18561,1.295592,1.126383,4.47154,6.094379,1.34623,2.578529
1.793012,1.594449,0.4717865,2.015451,1.128804,1.123381,4.45924,6.183136,1.414066,2.541075
1.7825,1.653327,0.3833313,1.856018,1.011992,1.212076,4.496824,6.19268,1.434818,2.464195
1.9249,1.848232,0.3287802,1.70978,0.9799404,1.335871,4.436216,6.221294,1.267559,2.327654
1.99916,1.879011,0.2585773,1.479467,1.021943,1.279104,4.431553,6.157841,1.226366,2.302277
1.891687,1.964037,0.1752729,1.402552,1.019401,1.437016,4.525852,6.169512,1.083132,2.085108
1.915131,1.979217,0.1782427,1.42399,1.06942,1.493402,4.537031,6.138302,0.8580666,1.980204
